5133	14	5902
7955	111	7172
574	9	8705
7218	163	5340
878	1	3075
387	81	12028
7393	89	13652
2902	133	1865
13528	51	1713
13569	59	9336
9929	38	10535
8417	62	4750
7498	89	5032
8761	44	8804
7242	1	12328
7399	8	9814
10722	89	3450
7570	81	4979
2708	20	9969
2144	162	9549
10455	109	3277
10513	68	4872
14130	17	7657
3099	68	8929
2460	113	1106
455	38	13351
6229	92	11587
13003	54	2873
4681	20	7886
3637	98	14159
1713	22	8036
12658	38	8574
13735	81	2332
10746	74	13241
3513	1	4512
11053	96	13182
13981	143	11061
9438	74	5172
10181	89	7014
13894	109	10293
11973	150	7020
6963	9	7147
2146	166	6249
6065	96	14145
314	139	78
3242	82	4161
236	76	12028
5668	1	13919
12108	95	1125
10672	9	10281
13138	1	868
8550	143	153
6517	89	2105
8670	113	210
5253	163	13972
587	74	12128
2503	87	6016
350	2	10105
1059	119	14210
2066	113	3432
8011	20	909
3564	9	4363
5330	150	6739
20	133	4965
5291	25	10287
10626	178	11408
173	150	3389
13366	54	6513
2066	114	8576
7705	100	4160
8773	38	3866
2810	38	12834
2159	62	2058
6395	69	7897
9799	150	549
5764	145	9447
10517	1	2466
9504	113	4821
9209	25	9980
7951	6	1978
12744	150	8595
4853	106	2245
3952	89	5607
12375	109	14168
9930	74	12502
2805	98	11459
11193	34	12685
13008	164	9439
1037	143	2829
10951	105	3563
8173	14	11514
11168	81	10188
2147	2	1211
8248	34	11137
7108	38	10159
9453	1	10684
7955	111	5967
12783	94	10687
10050	92	13735
9778	104	426
4767	119	4752
8760	20	4892
2457	63	8131
336	76	6253
4599	170	1931
175	77	4727
754	32	6835
11425	76	460
373	76	1855
3349	20	4077
4110	51	9891
5034	38	9832
2984	161	4671
2731	76	13050
2828	81	11941
3514	20	520
11548	126	3656
8071	174	10290
8064	144	7124
9987	76	9454
7948	89	2992
13148	89	3466
5649	150	1823
12207	155	9233
11724	109	4958
13054	1	2427
4585	68	11813
8317	89	12007
13060	166	2100
1204	81	9589
6380	159	3003
9983	24	6763
3747	62	184
8647	59	6510
2603	89	10517
4295	178	9234
8403	109	10303
14218	108	11705
13630	1	11032
13960	150	10155
8275	38	438
4781	127	8372
6149	74	8835
5131	76	9303
1880	11	8474
9628	106	13160
5760	179	12104
12214	89	11254
7985	38	2787
8671	38	7691
6798	101	3577
11905	109	6074
3065	1	3182
10945	89	13200
7901	33	6362
6526	91	9452
8505	9	7467
9352	44	9259
3040	109	9864
8915	174	8072
2842	109	13546
2773	109	11884
14211	144	1882
7377	81	11760
7412	3	3987
7729	98	6436
9528	168	12390
4198	22	13390
12352	68	5607
3133	17	10793
66	54	3888
9143	175	5020
41	68	3593
581	81	14264
3988	22	10017
2067	89	1252
11283	5	12304
5250	14	8362
12294	89	6977
8446	68	4729
9235	143	1721
12795	165	10330
4035	38	4362
5319	68	13488
6885	81	1687
8322	89	13138
10857	74	1038
8471	89	14284
8455	64	7489
8915	174	690
14051	69	13889
4561	81	11255
6172	20	2342
1428	89	292
802	109	5550
7778	163	11161
9929	38	3379
11772	14	9229
3671	81	7235
2437	144	215
13501	100	10740
2928	89	3537
4308	166	10284
679	91	5694
1500	1	3318
7895	113	12188
11596	1	3894
5810	32	1708
7953	44	12792
11558	25	12307
231	1	11912
11162	109	6099
11270	81	13679
7922	89	6788
8842	20	836
9576	100	13290
10333	101	4768
9794	150	8003
6609	172	3660
285	100	9524
4161	65	12642
7753	175	5181
7287	159	2519
11471	24	5268
7389	1	13316
2175	69	13182
11270	81	9317
3820	62	13858
4533	81	1993
9323	109	11086
12352	68	11122
13742	150	7020
2366	51	3491
6553	150	12026
11432	126	8738
13177	38	9181
9612	166	11078
4404	101	4639
8047	172	9756
4237	143	3989
8199	27	2779
12432	98	7928
8401	14	9055
336	9	783
6389	38	10275
10165	38	13491
8954	89	13562
633	81	3575
4447	81	944
240	119	10016
11844	54	13803
10735	138	11550
9008	69	2434
9309	33	3783
7082	150	2222
2793	137	11441
94	20	8380
13496	76	8223
11742	157	8675
543	102	9326
5649	38	7789
7383	76	7482
11484	96	12502
12175	76	3070
8080	68	10933
9633	44	10446
11912	74	11144
5763	100	825
1043	95	8625
8924	70	4346
5905	81	3882
8316	81	8219
7041	9	5862
10663	109	8332
2485	130	2191
4153	64	5713
13375	46	6299
6121	68	10025
6806	109	2309
10352	76	11973
2774	178	1941
3342	18	9573
5749	111	13533
540	138	9594
6088	59	10825
1290	51	12634
9679	74	9343
3806	1	1323
3093	51	1395
1800	44	11977
12624	139	5596
3314	132	9216
5385	168	8707
10737	27	666
1695	101	6798
7119	54	10983
11368	165	4372
13895	120	8411
1464	127	11343
10292	101	4502
618	51	7690
1758	109	13841
12184	38	2369
4983	172	11368
6109	184	12412
8720	96	3064
7635	81	3490
314	139	453
10037	75	9284
12495	119	2700
4461	171	14106
10007	109	6540
11761	90	11891
9836	69	11468
9482	24	6614
2814	59	13297
14106	174	8707
13815	101	13326
12726	38	5413
5217	143	6589
6754	24	149
3076	179	11304
4222	172	1693
4632	44	9627
7434	38	8638
6060	178	878
6587	4	6709
12365	64	14115
8970	157	8078
10447	20	10835
3707	143	10662
8173	14	316
8723	1	13087
4053	149	3681
58	150	7629
740	111	5384
13772	64	3029
4188	89	12830
10763	100	6498
1340	76	4882
4160	9	766
7310	177	13390
11556	89	5798
683	9	10299
10680	143	2742
12318	130	1080
7759	68	9823
13104	9	11141
7331	44	9924
9691	89	10631
5155	126	7421
220	89	9856
13457	89	9678
321	100	13880
5300	180	7820
8036	184	13244
2575	144	4772
6082	81	10680
12596	144	5382
887	110	7910
5683	24	1372
13326	101	5396
12769	74	2856
5914	81	11457
3229	20	11741
5115	22	5888
13863	76	12306
4045	76	10009
7574	109	9795
995	109	1199
9041	109	7157
3875	133	4502
9345	130	1045
8090	68	11302
49	89	5486
4969	44	7356
10451	101	6290
6541	106	9221
8716	143	13546
10790	82	14285
9865	166	4724
11308	15	13135
4094	92	4418
10942	9	8766
10302	127	681
360	177	10840
8656	69	13889
4262	113	3159
4218	109	2795
9778	101	5476
2151	150	8595
10918	123	12121
6670	9	10007
13268	87	10617
3485	9	4065
11958	76	11642
12443	109	285
3249	170	13768
1079	75	8044
11793	120	12001
13074	78	6469
124	74	11394
4397	139	1558
13758	20	10592
8454	4	3393
3524	124	13410
2979	119	13113
4994	133	1211
11335	162	5229
2195	166	5307
11836	20	12080
10320	9	4708
9435	91	10655
5102	81	4401
12991	89	4193
9913	177	12121
4873	100	9409
1565	20	11524
13411	148	10669
1038	122	357
8245	87	11017
10304	51	2684
1438	38	2671
10786	20	12594
483	89	6413
10296	63	11390
